lifestyle_type_1,age_1,gender_1,sleep_time_1,wake_time_1,alarm_count_1,snooze_frequency_1,noise_sleep_tolerance_1,lights_off_time_1,study_hours_1,study_time_preference_1,silence_requirement_1,self_talking_study_1,academic_seriousness_1,cleanliness_score_1,organization_score_1,laundry_frequency_1,bed_making_habit_1,room_cleaning_frequency_1,bathing_frequency_1,towel_management_1,phone_call_frequency_1,late_night_calls_1,talkativeness_1,guest_frequency_1,overnight_guest_comfort_1,friendship_expectation_1,guest_timing_preference_1,privacy_preference_1,sharing_comfort_1,boundary_importance_1,unauthorized_usage_1,borrowing_frequency_1,independence_preference_1,fan_speed_preference_1,temperature_preference_1,entry_exit_noise_awareness_1,conflict_tolerance_1,conflict_style_1,criticism_response_1,emotional_stability_1,negativity_level_1,communication_respect_1,punctuality_1,adaptability_1,schedule_consistency_1,smoking_1,drinking_1,gaming_hours_1,music_frequency_1,music_volume_1,room_eating_habit_1,food_smell_tolerance_1,food_preference_1,gym_frequency_1,religious_practice_frequency_1,expense_responsibility_1,lifestyle_type_2,age_2,gender_2,sleep_time_2,wake_time_2,alarm_count_2,snooze_frequency_2,noise_sleep_tolerance_2,lights_off_time_2,study_hours_2,study_time_preference_2,silence_requirement_2,self_talking_study_2,academic_seriousness_2,cleanliness_score_2,organization_score_2,laundry_frequency_2,bed_making_habit_2,room_cleaning_frequency_2,bathing_frequency_2,towel_management_2,phone_call_frequency_2,late_night_calls_2,talkativeness_2,guest_frequency_2,overnight_guest_comfort_2,friendship_expectation_2,guest_timing_preference_2,privacy_preference_2,sharing_comfort_2,boundary_importance_2,unauthorized_usage_2,borrowing_frequency_2,independence_preference_2,fan_speed_preference_2,temperature_preference_2,entry_exit_noise_awareness_2,conflict_tolerance_2,conflict_style_2,criticism_response_2,emotional_stability_2,negativity_level_2,communication_respect_2,punctuality_2,adaptability_2,schedule_consistency_2,smoking_2,drinking_2,gaming_hours_2,music_frequency_2,music_volume_2,room_eating_habit_2,food_smell_tolerance_2,food_preference_2,gym_frequency_2,religious_practice_frequency_2,expense_responsibility_2,compatibility_score,sleep_time_diff,wake_time_diff,study_hours_diff,academic_seriousness_diff,cleanliness_score_diff,organization_score_diff,privacy_preference_diff,boundary_importance_diff,talkativeness_diff,friendship_expectation_diff,guest_frequency_diff,gaming_hours_diff,music_volume_diff,noise_sleep_tolerance_diff,schedule_consistency_diff,punctuality_diff,adaptability_diff,sleep_time_similarity,wake_time_similarity,study_hours_similarity,academic_seriousness_similarity,cleanliness_score_similarity,organization_score_similarity,privacy_preference_similarity,boundary_importance_similarity,talkativeness_similarity,friendship_expectation_similarity,guest_frequency_similarity,gaming_hours_similarity,music_volume_similarity,noise_sleep_tolerance_similarity,schedule_consistency_similarity,punctuality_similarity,adaptability_similarity,sleep_compatibility,work_compatibility,cleanliness_compatibility,social_compatibility,privacy_compatibility,routine_compatibility,behavioral_alignment_score
social,24,Male,1,8,4,3,4,1,4,Night,1,2,3,3,2,5,1,1,2,3,2,1,5,5,1,5,Morning,2,5,3,0,4,3,1,2,2,4,Complain,4,4,2,5,5,4,2,0,0,2,5,5,1,4,Vegetarian,4,2,2,night_owl,23,Male,3,9,3,5,4,3,2,Night,4,5,2,2,2,7,0,6,3,2,4,2,3,3,0,4,Anytime,3,4,3,0,4,2,2,3,2,4,Aggressive,5,5,5,4,5,3,2,1,0,2,1,2,1,2,Vegetarian,3,1,4,78.97,2,1,2,1,1,0,1,0,2,1,2,0,3,0,0,0,1,0.8333333333333334,0.9166666666666666,0.6666666666666667,0.75,0.75,1.0,0.75,1.0,0.5,0.75,0.5,1.0,0.25,1.0,1.0,1.0,0.75,0.875,0.7083333333333334,0.875,0.5833333333333334,0.875,0.9166666666666666,0.8055555555555557
social,21,Male,1,8,5,1,3,1,1,Evening,1,2,4,3,3,3,0,2,2,3,2,4,4,4,1,5,Anytime,3,5,4,1,4,1,3,3,4,4,Direct,5,5,2,2,2,4,2,1,0,3,5,5,0,3,Eggetarian,1,3,4,clean_freak,23,Female,22,8,5,2,5,22,5,Afternoon,1,3,1,2,3,4,1,2,3,5,5,1,3,2,0,3,Evening,4,4,4,0,2,2,3,1,5,3,Avoid,2,4,2,4,4,3,4,0,0,1,4,2,0,2,Vegetarian,1,1,2,65.28,21,0,4,3,1,0,1,0,1,2,2,2,3,2,2,2,1,0.0,1.0,0.33333333333333337,0.25,0.75,1.0,0.75,1.0,0.75,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.2916666666666667,0.875,0.5833333333333334,0.875,0.5833333333333334,0.6180555555555556
introvert,19,Male,23,6,2,3,4,23,5,Night,1,5,5,5,4,2,0,4,3,5,4,1,2,1,0,2,Morning,5,3,4,1,1,4,3,5,4,3,Avoid,4,5,5,4,4,2,4,0,1,4,4,3,1,5,Vegetarian,4,2,2,disciplined,19,Male,21,7,5,3,2,21,3,Evening,4,3,1,5,5,2,1,5,3,3,4,4,4,1,1,4,Morning,4,2,4,0,4,2,4,1,4,2,Avoid,5,5,1,4,2,5,5,0,0,0,1,4,1,4,Eggetarian,2,4,5,73.91,2,1,2,4,0,1,1,0,2,2,0,4,1,2,1,2,3,0.8333333333333334,0.9166666666666666,0.6666666666666667,0.0,1.0,0.75,0.75,1.0,0.5,0.5,1.0,0.5,0.75,0.5,0.75,0.5,0.25,0.875,0.33333333333333337,0.875,0.6666666666666666,0.875,0.5,0.6875
gamer,20,Female,1,7,2,2,1,1,3,Evening,5,5,2,4,5,5,0,7,3,3,5,2,4,2,1,2,Morning,4,2,4,0,2,4,5,4,2,3,Direct,5,3,4,5,4,3,2,0,1,6,4,1,1,4,Vegetarian,4,5,2,introvert,20,Female,22,8,3,2,2,22,4,Afternoon,4,3,2,4,4,6,1,5,2,5,3,2,2,1,0,1,Evening,4,2,5,0,1,4,3,4,3,4,Direct,4,5,2,4,1,3,4,1,1,1,4,2,1,4,Vegetarian,1,2,2,75.94,21,1,1,0,0,1,0,1,2,1,1,5,1,1,2,3,0,0.0,0.9166666666666666,0.8333333333333334,1.0,1.0,0.75,1.0,0.75,0.5,0.75,0.75,0.375,0.75,0.75,0.5,0.25,1.0,0.4583333333333333,0.9166666666666667,0.875,0.6666666666666666,0.875,0.5833333333333334,0.7291666666666666
social,23,Female,1,7,2,2,3,1,4,Afternoon,1,4,4,3,2,2,1,1,1,1,5,3,5,4,1,5,Afternoon,2,4,2,0,5,3,3,2,4,5,Direct,3,2,1,4,3,3,3,0,1,3,5,4,1,5,Vegetarian,2,3,4,average,18,Male,1,8,5,5,1,1,2,Morning,1,1,1,3,3,4,0,5,2,4,2,2,4,2,1,3,Morning,4,4,3,0,4,2,5,5,2,3,Direct,2,5,2,3,3,4,2,0,1,4,3,2,0,5,Vegetarian,3,3,2,73.36,0,1,2,3,0,1,2,1,1,2,2,1,2,2,1,0,1,1.0,0.9166666666666666,0.6666666666666667,0.25,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.875,0.5,0.5,0.75,1.0,0.75,0.9583333333333333,0.45833333333333337,0.875,0.5833333333333334,0.625,0.8333333333333334,0.7222222222222222
average,23,Male,0,9,2,5,2,0,2,Morning,1,5,1,4,4,7,1,1,1,3,3,1,2,2,0,3,Morning,3,4,3,0,3,2,1,1,4,4,Aggressive,2,2,5,3,1,4,4,1,0,3,3,4,0,4,Non-Vegetarian,3,2,2,disciplined,19,Male,23,6,1,2,3,23,4,Morning,3,5,2,5,5,4,1,3,3,1,2,1,4,1,0,3,Evening,3,3,3,0,1,3,4,5,5,2,Direct,2,4,4,4,4,4,5,0,0,0,1,3,1,5,Eggetarian,3,1,4,77.93,23,3,2,1,1,1,0,0,2,0,1,3,1,1,1,3,0,0.0,0.75,0.6666666666666667,0.75,0.75,0.75,1.0,1.0,0.5,1.0,0.75,0.625,0.75,0.75,0.75,0.25,1.0,0.375,0.7083333333333334,0.75,0.75,1.0,0.6666666666666666,0.7083333333333334
clean_freak,18,Female,0,7,4,2,2,0,5,Night,4,2,1,2,2,5,0,2,3,2,5,2,2,3,0,4,Afternoon,4,4,5,0,3,2,3,4,4,3,Direct,4,5,1,4,3,3,3,0,1,2,4,5,1,3,Eggetarian,1,2,4,average,21,Female,22,9,2,3,2,22,2,Afternoon,3,3,3,2,3,6,0,5,2,5,3,5,2,3,0,3,Afternoon,3,3,4,1,4,3,4,2,2,2,Direct,5,4,2,3,3,4,4,0,0,2,4,1,1,2,Eggetarian,2,5,4,85.42,22,2,3,2,0,1,1,1,0,1,0,0,4,0,1,0,1,0.0,0.8333333333333334,0.5,0.5,1.0,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.75,1.0,0.75,0.4166666666666667,0.5,0.875,0.9166666666666666,0.75,0.8333333333333334,0.7152777777777778
fitness_focused,21,Female,23,6,2,1,2,23,4,Afternoon,4,3,2,3,3,6,1,7,3,1,4,5,3,2,1,3,Afternoon,3,2,2,0,5,3,3,3,3,2,Direct,5,5,2,5,3,5,5,0,0,2,2,1,0,3,Vegetarian,5,4,5,night_owl,18,Male,3,8,5,2,4,3,6,Morning,5,1,5,2,2,3,0,1,2,3,1,1,3,2,1,4,Afternoon,2,3,2,0,5,3,5,4,3,3,Direct,3,2,2,5,3,3,2,0,0,1,2,1,0,3,Eggetarian,3,2,2,71.88,20,2,2,3,1,1,1,0,0,1,0,1,0,2,3,0,2,0.0,0.8333333333333334,0.6666666666666667,0.25,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.875,1.0,0.5,0.25,1.0,0.5,0.4166666666666667,0.45833333333333337,0.75,0.9166666666666666,0.875,0.5833333333333334,0.6666666666666666
average,19,Female,0,9,1,5,3,0,4,Evening,5,1,1,2,2,7,1,2,2,5,5,5,3,3,0,3,Morning,4,4,4,0,2,2,4,5,4,3,Direct,4,3,5,5,4,2,3,0,0,3,3,4,0,4,Eggetarian,0,3,3,clean_freak,24,Female,22,7,5,1,4,22,2,Evening,5,1,3,4,5,2,1,5,3,2,2,1,4,3,1,4,Morning,4,3,5,0,4,2,2,3,4,3,Direct,5,4,1,5,5,3,4,0,0,4,2,4,1,3,Eggetarian,1,5,4,78.92,22,2,2,2,2,3,0,1,1,1,0,1,0,1,1,1,1,0.0,0.8333333333333334,0.6666666666666667,0.5,0.5,0.25,1.0,0.75,0.75,0.75,1.0,0.875,1.0,0.75,0.75,0.75,0.75,0.4166666666666667,0.5833333333333334,0.375,0.8333333333333334,0.875,0.75,0.638888888888889
clean_freak,24,Male,1,8,4,4,2,1,4,Morning,2,5,3,3,4,7,1,1,2,5,3,1,4,3,0,2,Afternoon,5,3,4,0,3,2,5,3,5,4,Avoid,4,3,2,4,2,3,2,0,0,1,2,5,1,1,Non-Vegetarian,2,2,4,average,24,Female,1,7,4,1,5,1,2,Night,5,4,5,2,3,5,0,6,1,1,4,5,4,3,1,3,Afternoon,3,3,3,0,4,2,2,4,4,4,Complain,4,3,2,3,5,4,3,0,1,2,2,5,1,2,Non-Vegetarian,4,4,4,76.34,0,1,2,2,1,1,2,1,0,1,0,1,0,3,1,3,1,1.0,0.9166666666666666,0.6666666666666667,0.5,0.75,0.75,0.5,0.75,1.0,0.75,1.0,0.875,1.0,0.25,0.75,0.25,0.75,0.9583333333333333,0.5833333333333334,0.75,0.9166666666666666,0.625,0.5833333333333334,0.736111111111111
average,18,Female,0,7,5,3,3,0,5,Morning,2,5,3,2,3,1,1,1,1,2,3,2,3,3,1,3,Anytime,4,2,3,1,5,4,3,2,2,4,Direct,2,2,5,2,1,3,2,0,0,4,2,1,0,4,Vegetarian,1,4,4,social,23,Male,0,9,1,5,2,0,2,Evening,1,4,1,3,4,1,1,5,3,5,1,1,5,4,1,4,Evening,3,4,4,0,2,3,4,2,2,5,Direct,5,4,1,3,1,2,4,0,0,2,4,3,1,5,Vegetarian,4,1,3,72.22,0,2,3,2,1,1,1,1,2,1,1,2,2,1,2,0,1,1.0,0.8333333333333334,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.5,1.0,0.75,0.9166666666666667,0.5,0.75,0.6666666666666666,0.75,0.75,0.7222222222222223
average,18,Male,23,6,3,4,5,23,2,Morning,4,5,4,2,2,5,1,5,3,5,1,2,4,2,0,4,Morning,2,2,3,1,4,2,2,1,2,2,Complain,3,3,5,4,2,4,3,0,0,1,3,1,1,3,Non-Vegetarian,1,5,2,disciplined,20,Female,23,7,3,1,2,23,7,Morning,5,1,5,4,3,7,1,1,1,1,3,2,2,1,0,3,Evening,3,2,2,0,3,4,5,3,5,4,Aggressive,5,5,2,5,2,4,5,1,0,2,3,2,0,5,Non-Vegetarian,3,4,5,63.54,0,1,5,1,2,1,1,1,2,1,1,1,1,3,2,0,0,1.0,0.9166666666666666,0.16666666666666663,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.875,0.75,0.25,0.5,1.0,1.0,0.9583333333333333,0.4583333333333333,0.625,0.6666666666666666,0.75,0.8333333333333334,0.7152777777777777
clean_freak,19,Female,1,8,5,5,1,1,2,Afternoon,2,3,1,2,1,2,0,2,1,4,4,5,3,3,0,2,Evening,5,4,5,0,1,4,2,3,4,3,Direct,3,3,3,4,1,2,2,0,1,3,4,1,1,3,Non-Vegetarian,3,3,4,night_owl,19,Female,2,9,1,1,5,2,5,Afternoon,1,2,1,3,2,4,1,3,3,3,2,3,4,3,1,3,Anytime,4,2,2,0,2,2,1,3,3,4,Aggressive,4,5,1,3,5,2,3,0,0,2,3,1,0,2,Vegetarian,3,3,3,72.17,1,1,3,0,1,1,1,3,1,1,0,1,0,4,1,4,0,0.9166666666666666,0.9166666666666666,0.5,1.0,0.75,0.75,0.75,0.25,0.75,0.75,1.0,0.875,1.0,0.0,0.75,0.0,1.0,0.9166666666666666,0.75,0.75,0.8333333333333334,0.5,0.5833333333333334,0.7222222222222222
social,24,Male,0,8,4,3,2,0,1,Afternoon,2,5,2,2,3,5,0,4,2,1,1,2,4,5,1,5,Evening,3,5,2,1,5,3,3,2,4,4,Direct,5,2,1,3,2,4,2,0,0,2,4,3,1,2,Vegetarian,0,4,3,fitness_focused,23,Female,0,8,1,5,3,0,5,Night,1,3,2,3,4,1,0,2,3,5,1,1,2,2,1,2,Afternoon,4,4,4,1,1,4,2,1,3,4,Complain,2,4,1,4,2,5,4,0,0,2,3,4,1,5,Eggetarian,6,4,5,66.17,0,0,4,0,1,1,1,2,2,3,3,0,1,1,2,0,1,1.0,1.0,0.33333333333333337,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.25,1.0,0.75,0.75,0.5,1.0,0.75,1.0,0.6666666666666667,0.75,0.3333333333333333,0.625,0.75,0.6875
gamer,24,Male,1,9,1,2,2,1,2,Evening,1,5,5,2,3,2,0,1,3,1,2,1,2,3,0,4,Afternoon,3,4,3,0,5,2,5,5,3,2,Aggressive,5,2,1,2,4,3,2,1,0,4,4,1,1,4,Vegetarian,1,2,2,disciplined,18,Female,23,7,1,1,4,23,7,Night,3,5,4,5,5,2,1,5,2,3,4,4,2,2,1,2,Afternoon,3,4,4,0,2,3,3,2,5,4,Direct,5,5,2,4,4,5,4,1,0,2,3,2,1,5,Non-Vegetarian,3,4,5,64.78,22,2,5,1,3,2,0,1,0,2,1,2,1,2,2,0,2,0.0,0.8333333333333334,0.16666666666666663,0.75,0.25,0.5,1.0,0.75,1.0,0.5,0.75,0.75,0.75,0.5,0.5,1.0,0.5,0.4166666666666667,0.4583333333333333,0.375,0.75,0.875,0.6666666666666666,0.5902777777777778
disciplined,20,Male,23,5,1,2,5,23,7,Night,4,1,4,4,5,1,0,2,2,2,1,2,3,2,1,4,Evening,2,2,2,0,3,2,1,4,4,4,Aggressive,2,5,5,4,2,5,4,0,0,1,1,1,1,2,Vegetarian,1,1,5,disciplined,21,Male,21,6,2,4,4,21,7,Afternoon,2,3,1,4,4,2,1,1,3,5,2,2,3,1,1,3,Morning,4,2,4,0,3,4,1,5,5,2,Aggressive,4,4,5,5,2,4,5,0,0,1,3,1,1,5,Eggetarian,1,4,5,83.23,2,1,0,3,0,1,2,2,0,1,1,0,0,1,1,0,1,0.8333333333333334,0.9166666666666666,1.0,0.25,1.0,0.75,0.5,0.5,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,0.75,0.875,0.625,0.875,0.8333333333333334,0.5,0.8333333333333334,0.7569444444444445
average,23,Male,0,8,1,2,4,0,5,Morning,2,1,3,4,5,3,0,5,3,4,4,1,3,3,0,2,Anytime,3,3,2,0,3,3,3,3,2,4,Complain,3,4,3,5,1,3,3,0,1,1,1,3,0,5,Vegetarian,1,1,4,introvert,24,Female,23,7,3,3,5,23,4,Night,4,1,5,4,4,1,0,5,1,2,2,4,1,1,0,1,Evening,5,3,5,1,5,5,3,1,2,2,Direct,5,2,3,2,4,3,3,0,0,4,1,2,1,2,Non-Vegetarian,1,4,3,76.74,23,1,1,2,0,1,2,3,2,1,2,3,1,1,0,3,0,0.0,0.9166666666666666,0.8333333333333334,0.5,1.0,0.75,0.5,0.25,0.5,0.75,0.5,0.625,0.75,0.75,1.0,0.25,1.0,0.4583333333333333,0.6666666666666667,0.875,0.5833333333333334,0.375,0.75,0.6180555555555556
average,22,Male,23,6,4,1,1,23,2,Afternoon,1,5,3,3,4,7,1,6,1,2,2,3,4,3,1,2,Afternoon,4,4,2,0,4,4,1,3,3,3,Direct,3,3,1,2,5,3,4,0,0,2,3,1,0,2,Vegetarian,3,4,2,average,21,Male,23,9,3,4,5,23,3,Afternoon,1,4,4,4,4,6,0,1,2,4,1,5,2,2,0,3,Anytime,3,4,4,0,1,4,1,5,3,4,Aggressive,4,3,5,4,5,2,3,1,0,4,2,3,0,5,Non-Vegetarian,0,3,4,69.44,0,3,1,1,1,0,1,2,2,1,1,2,2,4,1,0,1,1.0,0.75,0.8333333333333334,0.75,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.0,0.75,1.0,0.75,0.875,0.7916666666666667,0.875,0.6666666666666666,0.625,0.8333333333333334,0.7777777777777778
average,23,Male,0,6,1,5,5,0,5,Morning,4,3,2,2,2,1,0,7,1,2,4,4,3,2,0,3,Anytime,3,4,3,0,3,4,1,3,4,2,Aggressive,5,5,4,4,5,4,3,0,0,3,2,4,1,2,Vegetarian,4,3,3,social,18,Female,1,7,4,4,1,1,1,Afternoon,5,2,3,2,1,4,0,3,3,2,5,4,4,4,1,5,Evening,3,5,2,0,4,3,1,5,3,3,Direct,3,3,3,2,2,3,4,0,0,1,4,5,1,5,Vegetarian,1,3,4,69.44,1,1,4,1,0,1,0,1,1,2,2,2,1,4,1,3,1,0.9166666666666666,0.9166666666666666,0.33333333333333337,0.75,1.0,0.75,1.0,0.75,0.75,0.5,0.5,0.75,0.75,0.0,0.75,0.25,0.75,0.9166666666666666,0.5416666666666667,0.875,0.5833333333333334,0.875,0.5833333333333334,0.7291666666666666
disciplined,19,Male,21,5,2,4,5,21,5,Afternoon,2,4,5,5,4,1,0,1,1,2,3,5,2,2,0,3,Evening,2,3,3,0,2,4,4,4,4,4,Complain,2,4,5,5,4,4,4,0,0,1,3,1,1,5,Vegetarian,4,1,4,introvert,19,Male,24,8,5,4,5,24,5,Afternoon,2,4,3,3,3,2,0,1,3,4,5,1,1,1,0,1,Morning,4,3,4,1,5,4,2,1,3,3,Avoid,3,2,2,4,2,4,4,0,1,3,2,2,0,3,Non-Vegetarian,2,3,2,74.7,3,3,0,2,2,1,2,1,1,2,1,2,1,0,0,2,0,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,1.0,1.0,0.5,1.0,0.75,0.75,0.625,0.6666666666666666,0.625,0.8333333333333334,0.7083333333333334
average,22,Male,23,9,1,4,2,23,2,Afternoon,2,3,4,4,3,4,0,7,1,1,1,1,4,2,0,4,Afternoon,2,4,3,0,1,3,5,1,2,4,Avoid,4,4,1,4,5,4,2,0,1,2,1,3,0,5,Non-Vegetarian,3,1,2,gamer,22,Female,1,9,4,1,1,1,5,Evening,5,2,1,4,5,5,0,7,3,3,2,1,4,2,1,4,Anytime,3,2,3,0,3,4,4,5,4,4,Avoid,4,3,4,3,1,4,3,0,1,7,5,3,1,5,Vegetarian,4,3,4,82.69,22,0,3,3,0,2,1,0,0,0,0,5,0,1,1,4,0,0.0,1.0,0.5,0.25,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.375,1.0,0.75,0.75,0.0,1.0,0.5,0.375,0.75,1.0,0.875,0.5833333333333334,0.6805555555555555
gamer,24,Male,1,9,1,2,2,1,2,Evening,1,5,5,2,3,2,0,1,3,1,2,1,2,3,0,4,Afternoon,3,4,3,0,5,2,5,5,3,2,Aggressive,5,2,1,2,4,3,2,1,0,4,4,1,1,4,Vegetarian,1,2,2,average,23,Male,22,6,2,4,2,22,4,Morning,3,3,5,4,3,3,0,5,2,4,1,1,2,3,0,3,Evening,2,3,4,0,3,4,3,2,4,3,Complain,2,2,3,5,5,3,3,0,0,2,2,3,0,2,Non-Vegetarian,1,1,2,78.17,21,3,2,0,2,0,1,1,0,1,0,2,2,0,1,1,0,0.0,0.75,0.6666666666666667,1.0,0.5,1.0,0.75,0.75,1.0,0.75,1.0,0.75,0.5,1.0,0.75,0.75,1.0,0.375,0.8333333333333334,0.75,0.9166666666666666,0.75,0.8333333333333334,0.7430555555555555
disciplined,19,Female,22,7,4,3,1,22,7,Evening,5,1,1,5,4,2,0,1,3,2,5,4,2,1,0,4,Afternoon,4,4,4,0,4,4,1,5,5,4,Aggressive,5,4,2,4,5,5,5,0,1,2,4,3,1,4,Non-Vegetarian,3,4,5,clean_freak,22,Female,1,7,2,3,2,1,5,Afternoon,1,2,5,4,4,6,0,7,1,4,3,1,4,2,0,4,Anytime,4,2,5,0,3,4,2,1,5,4,Avoid,4,3,3,4,3,2,3,0,0,1,1,4,1,2,Eggetarian,2,5,2,77.43,21,0,2,4,1,0,0,1,2,0,1,1,1,1,2,2,3,0.0,1.0,0.6666666666666667,0.0,0.75,1.0,1.0,0.75,0.5,1.0,0.75,0.875,0.75,0.75,0.5,0.5,0.25,0.5,0.33333333333333337,0.875,0.75,0.875,0.4166666666666667,0.625
disciplined,19,Male,21,6,3,4,1,21,7,Evening,3,4,3,4,4,4,1,6,3,5,1,4,2,2,1,3,Morning,3,4,3,0,4,4,1,4,5,4,Aggressive,2,5,1,5,1,5,5,0,0,0,1,4,1,4,Vegetarian,4,4,4,average,18,Male,1,8,3,5,4,1,2,Morning,1,5,2,2,1,4,0,1,1,4,5,5,3,3,0,4,Evening,2,2,3,0,1,2,4,2,3,2,Direct,5,5,1,5,2,2,4,1,0,4,3,2,1,3,Eggetarian,2,3,2,61.01,20,2,5,1,2,3,1,0,1,1,1,4,2,3,1,1,3,0.0,0.8333333333333334,0.16666666666666663,0.75,0.5,0.25,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.75,0.25,0.4166666666666667,0.4583333333333333,0.375,0.75,0.875,0.5833333333333334,0.576388888888889
social,19,Male,23,9,2,4,1,23,1,Night,1,5,2,3,3,6,0,3,2,3,4,1,5,4,1,5,Anytime,1,5,3,0,5,3,3,1,2,5,Direct,3,5,1,3,3,3,2,1,0,2,4,5,0,3,Vegetarian,3,1,2,fitness_focused,21,Female,23,6,4,4,1,23,4,Evening,3,4,1,4,5,1,1,5,2,1,4,3,4,2,0,4,Morning,3,4,2,0,4,2,3,4,2,4,Aggressive,3,4,1,4,1,4,5,0,0,4,1,5,1,5,Eggetarian,6,1,4,68.75,0,3,3,1,1,2,2,1,1,1,2,2,0,0,3,2,1,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.75,1.0,1.0,0.25,0.5,0.75,0.875,0.625,0.625,0.6666666666666666,0.625,0.5,0.6527777777777778
introvert,21,Male,23,8,5,4,4,23,5,Morning,2,1,3,3,2,7,1,2,1,5,3,5,1,1,0,1,Afternoon,5,1,4,1,1,5,1,3,4,4,Avoid,5,4,5,2,3,2,2,0,0,4,4,3,1,2,Non-Vegetarian,0,5,3,average,19,Female,22,7,4,3,5,22,2,Afternoon,3,2,1,2,2,1,1,6,3,2,3,1,4,3,0,2,Evening,3,2,2,0,3,3,4,1,4,4,Direct,3,4,2,5,1,2,2,1,0,2,3,2,1,4,Eggetarian,2,5,3,69.94,1,1,3,2,1,0,2,2,3,1,2,2,1,1,0,2,0,0.9166666666666666,0.9166666666666666,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.5,1.0,0.9166666666666666,0.5,0.875,0.5,0.5,0.8333333333333334,0.6875
social,22,Male,1,7,2,3,4,1,1,Afternoon,2,1,1,3,4,4,1,5,3,5,5,4,5,4,1,5,Evening,1,4,4,1,1,1,2,1,3,4,Direct,4,2,3,4,1,3,2,0,0,2,4,3,0,3,Eggetarian,4,3,4,night_owl,24,Male,2,8,2,4,1,2,4,Afternoon,2,4,1,4,3,1,0,4,2,5,3,2,2,3,1,3,Morning,4,3,4,0,3,2,3,3,3,3,Aggressive,3,4,1,3,1,2,1,0,0,3,4,3,0,5,Vegetarian,2,4,3,61.16,1,1,3,0,1,1,3,0,3,2,1,1,0,3,1,0,1,0.9166666666666666,0.9166666666666666,0.5,1.0,0.75,0.75,0.25,1.0,0.25,0.5,0.75,0.875,1.0,0.25,0.75,1.0,0.75,0.9166666666666666,0.75,0.75,0.5,0.625,0.8333333333333334,0.7291666666666666
disciplined,23,Male,23,7,1,2,4,23,7,Evening,2,5,2,4,3,2,1,7,1,4,2,5,3,1,0,4,Morning,3,4,4,0,5,4,2,1,4,3,Complain,2,4,5,4,4,5,5,0,1,2,2,1,0,3,Vegetarian,3,4,4,social,23,Male,1,9,5,3,5,1,1,Evening,5,5,4,2,3,6,1,7,2,1,3,5,4,4,1,5,Anytime,2,4,2,0,2,3,3,4,2,3,Direct,3,2,3,2,3,4,3,0,0,3,4,3,0,3,Eggetarian,3,4,4,62.05,22,2,6,2,2,0,1,2,1,1,3,1,2,1,2,1,1,0.0,0.8333333333333334,0.0,0.5,0.5,1.0,0.75,0.5,0.75,0.75,0.25,0.875,0.5,0.75,0.5,0.75,0.75,0.4166666666666667,0.25,0.75,0.5833333333333334,0.625,0.6666666666666666,0.548611111111111
clean_freak,23,Male,1,8,1,4,1,1,4,Evening,5,4,2,3,3,7,0,1,2,2,4,5,4,2,0,2,Morning,4,3,4,0,1,4,2,2,4,3,Direct,5,3,5,4,3,2,3,1,0,1,3,5,1,1,Non-Vegetarian,0,3,2,disciplined,23,Female,22,7,2,4,5,22,3,Morning,5,5,1,5,5,6,1,2,2,3,4,4,2,2,1,4,Anytime,2,4,3,0,5,2,3,2,4,3,Avoid,4,5,4,5,3,4,4,0,0,0,3,4,0,2,Eggetarian,1,3,4,63.74,21,1,1,1,2,2,2,1,2,2,0,1,1,4,1,0,2,0.0,0.9166666666666666,0.8333333333333334,0.75,0.5,0.5,0.5,0.75,0.5,0.5,1.0,0.875,0.75,0.0,0.75,1.0,0.5,0.4583333333333333,0.7916666666666667,0.5,0.6666666666666666,0.625,0.75,0.6319444444444444
